302593004353486848,bigman
930269130135847032,bigman
392734602730536960,average
1040756219540951041,average
155762046200315904,detective
237277740179521536,detective
292895186147606528,studio
488493882342899712,mute
233345963924652033,DC
302264494439006209,npc
